Time Stamp;Name;Message
7:27;nightbot;FakeGod twitch.tv/FakeGod , T0mio twitch.tv/loltomio , disguised young twitch.tv/lolyoung , Zeyzal twitch.tv/zeyzal , Meech4 || Coach: twitch.tv/goldenglue
7:27;general_heval;toastyDSG toastyDSG toastyDSG
7:29;loona_fps;toastyDSG <3 toastyDSG <3 toastyDSG <3 toastyDSG <3 toastyDSG <3 toastyDSG
7:30;ghoulsythe;KEKW
7:32;xkillo147;Darn Canadians taking our jobs Aware
7:33;schmalpanda;when is the game starting?
7:34;mizzie99;lolol
7:35;razlledazzle;KKona toastyDSG
7:36;rue1n;We only import c9 players
7:36;bleakdabronx564;toastyDSG toastyDSG toastyDSG toastyDSG
7:37;krvotv;What is this
7:38;ghoulsythe;toastyDSG toastyDSG toastyDSG toastyDSG BibleThump
7:38;sumanthbillawa;japan?
7:38;mirmodepon18;Murica
7:39;the_abrar_hasanat;toast aren't you canadian?
7:40;valorantnutsack;you're an import though?
7:41;xsilent_lol;toastyDSG toastyDSG toastyDSG toastyDSG toastyDSG toastyDSG toastyDSG
7:44;mind3811;toastyDSG toastyDSG toastyDSG toastyDSG toastyDSG toastyDSG toastyDSG toastyDSG toastyDSG
7:49;joel_mesloej;toastyDSG toastyDSG toastyDSG toastyDSG
7:50;exitfuse;Everyone's favourite team Vs DSG
7:51;inclementiaeither;toastyDSG toastyDSG toastyDSG
7:53;aybukee3;Imma go sleep  now <3 love youuu. Hope you winn
7:53;infinity_01234;!lol
7:56;zer0skll_89;toastyDSG toastyDSG toastyDSG toastyDSG toastyDSG
8:01;icantwiththiss;toastyDSG toastyDSG toastyDSG toastyDSG
8:09;general_heval;YEP
8:12;cihlaface;toastyDSG  toastyDSG    toastyDSG    toastyDSG toastyDSG  toastyDSG    toastyDSG    toastyDSG
8:12;burnofice;Hiiiiiiii DSG
8:13;loona_fps;its literally 4am in the Philippines
8:13;infinity_01234;!leagueoflegends
8:17;33kami;he played for 100T and EG as a sub
8:17;itsjasontt;he gave zoro his sword
8:18;itisandu;He played in regular lcs no?
8:19;blooberri217;anime name
8:20;tanerm;Played for 100T for a while
8:22;bbqroastpork;yooooooooooooo
8:23;evildaemons;francise? xd
8:23;dodsaren;lets go
8:27;lolgeass;Ryoma is ex lcs player but he wasn't that good
8:27;general_heval;He was the best midlaner toastyKEK toastyKEK
8:32;loona_fps;GET THAT BREAD 
8:33;bbqroastpork;KEKW
8:34;teelsh;time to move lol
8:36;rinshrimp;KEKW
8:36;technotron88;non-exclusive
8:37;titindl4;not exclusive btw
8:38;harrietthugmann;Yep
8:39;otjkookie;toastyDSG toastyDSG toastyDSG toastyDSG toastyDSG
8:39;bakhsuu;@ValorantNutsack he is canadian???
8:39;chefzoot;DSG KICK
8:41;hizzzennn;EZ Clap my juicerrr
8:41;43lenzo;almost rivals your bag with facebook @DisguisedToast KEKW
8:42;joel_mesloej;KEKW
8:42;couscous21;non exclusive too
8:44;natherdimension;toastyDSG AlienDance toastyDSG
8:44;zeylx7;time to move to kck toast
8:45;fubbes_93;non exclusive at that
8:47;flynmom1;Hi Toast! toastyDSG IÅfm goldenglueÅfs mom. gluedFlexL gluedW gluedFlexR
8:48;7dreamz;he can buy turtle troops now
8:48;gem02_;we wont even blame u if u move, we need more teams
8:49;max_erdos;Inexclusive
8:49;kenanja293;isn't that how much he's losing gambling per day?
8:51;zeylx7;get the dsg funds
8:51;sth_asmo;toastyDSG toastyDSG toastyDSG toastyDSG toastyDSG toastyDSG
8:52;the_abrar_hasanat;time to move toasty boy
8:52;sammi1331;Non exclusive too
8:53;ghoulsythe;Thats like 100 years of toastyDSG
8:54;cauldronboy;non exclusive even
8:56;takeutchi;Non exclusive thatÅfs crazy
